condition,cell,0,1,2
0,45,0.492184396501408,0.00028928823592165175,0.5075263152626703
0,46,0.9030090054337178,0.034976405793921785,0.062014588772360414
0,47,0.08483843403469989,0.784999217016919,0.13016234894838125
0,48,0.7523931725889482,0.017840391765285988,0.22976643564576588
0,49,0.4859743308150837,0.4401245043882656,0.07390116479665063
0,50,0.8711687167034151,0.01666627908420813,0.11216500421237663
0,51,0.3731762818638845,0.10703891654519261,0.5197848015909229
0,52,0.4225616717941471,0.011293520640324848,0.566144807565528
0,53,0.14150716284861709,0.7257237964823486,0.13276904066903425
0,54,0.09793816629586996,0.009925869497754411,0.8921359642063758
0,55,0.3482195062365636,0.09415646791965014,0.5576240258437863
0,56,0.6761404448026839,0.07701195095607159,0.2468476042412446
0,57,0.9041616200613883,0.0027798202358483098,0.09305855970276335
0,58,0.1881574803266116,0.6550885145351943,0.1567540051381941
0,59,0.16602191588223897,0.00024384595501417936,0.8337342381627468
0,60,0.04344226309117649,0.6382461461130869,0.3183115907957366
0,61,0.14777919853708776,0.22899573205014892,0.6232250694127633
0,62,0.9326367857409259,0.005846509412426483,0.061516704846647764
0,63,0.00715665386758152,0.8947612815427984,0.0980820645896201
0,64,0.7095958522078533,0.13423247118625825,0.15617167660588854
0,65,0.6486483502693828,0.25361785756019956,0.09773379217041747
0,66,0.13570165925991146,0.0018203971935845894,0.862477943546504
0,67,0.8889638228274921,0.004713942940298822,0.10632223423220903
0,68,0.3844862576828903,0.44823150878511886,0.16728223353199093
0,69,0.25394875056153576,0.3291204424139374,0.4169308070245268
0,70,0.6023840258294112,0.34014346924913114,0.057472504921457675
0,71,0.2825565421041784,0.6763981447785622,0.04104531311725917
0,72,0.12113947528156913,0.7462907042977147,0.13256982042071608
0,73,0.14894066041711745,0.7165042691580968,0.1345550704247858
0,74,0.7883626313316697,0.211246531139766,0.00039083752856430273
0,75,0.02560051735398496,0.10216986709802815,0.872229615547987
0,76,0.36152957463214963,0.22002993539929083,0.41844048996855954
0,77,0.44516724855443585,0.18265837386764505,0.37217437757791916
0,78,0.09813483454750818,0.0012705071768742487,0.9005946582756177
0,79,0.3150451583399905,0.066649955899763,0.6183048857602463
0,80,0.7426837301700145,0.20218762473637406,0.05512864509361133
0,81,0.05975801548020313,0.8433266115238381,0.09691537299595876
0,82,0.25119424822717773,0.3373730277111998,0.41143272406162246
0,83,0.7717688308726207,0.21670202924351095,0.011529139883868287
0,84,0.0014524610260434276,0.05597822619300543,0.9425693127809512
0,85,0.6882463389509732,0.0010723335826416547,0.31068132746638516
0,86,0.0271294853274109,0.16891702211700912,0.8039534925555799
0,87,0.2127515258656759,0.15940103130377747,0.6278474428305467
0,88,0.1912683270941209,0.15244339274564642,0.6562882801602327
0,89,0.1990825659655804,0.256457116465728,0.5444603175686917
0,90,0.5162073571971949,0.0751563270178914,0.40863631578491366
0,91,0.23886284080011466,0.4340427986023826,0.32709436059750274
0,92,0.4344574455477249,0.3227418447643357,0.24280070968793932
0,93,0.517391603537913,0.001206173676945351,0.48140222278514166
0,94,0.2011364065360427,0.08683084029129362,0.7120327531726638
0,95,0.6868415061817977,0.1065621105419628,0.2065963832762395
0,96,0.0244890828649593,0.4359555441167905,0.5395553730182503
0,97,0.2612479800506609,0.08545459568227663,0.6532974242670625
0,98,0.5293475084929601,0.23008843776933074,0.2405640537377093
0,99,0.8225290821167817,0.0003664514074915143,0.17710446647572695
0,100,0.6037226820611397,0.00502420218025216,0.39125311575860827
0,101,0.016456847856037453,0.45180321356841746,0.531739938575545
0,102,0.3763163100765373,0.46599470397387505,0.1576889859495876
0,103,0.054576027213491286,0.005581499415521441,0.9398424733709873
0,104,0.0790983909694025,0.5322731283557777,0.3886284806748198
0,105,0.8267544091212398,0.15370644100199604,0.01953914987676418
0,106,0.401025965120131,0.0679480019826743,0.5310260328971946
0,107,0.3900778770658846,0.03427666210982637,0.575645460824289
0,108,0.7890918243870044,0.01724621290504211,0.1936619627079535
0,109,0.41463023349632916,0.052902798178601454,0.5324669683250693
0,110,0.18942277469775234,0.0842264767450979,0.7263507485571498
0,111,0.009189047727812613,0.1440190775234598,0.8467918747487275
0,112,0.876717581219326,0.04040198679760792,0.08288043198306615
0,113,0.9165765761724841,0.005029281508740227,0.07839414231877573
0,114,0.942425088079814,0.05034694793895744,0.007227963981228655
0,115,0.43710883140861384,0.008825411010596624,0.5540657575807895
0,116,0.053184123234780147,0.25411441992667894,0.6927014568385409
0,117,0.4515583086399404,0.3593934534718314,0.18904823788822828
0,118,0.7034375279777746,0.22246384753562254,0.07409862448660266
0,119,0.30021110568674153,0.6952710012191563,0.004517893094102053
0,120,0.3074871931638883,0.017431197122630727,0.675081609713481
0,121,0.10182907344847385,0.20247696671814092,0.6956939598333852
0,122,0.016881276220698575,0.5374411194021115,0.44567760437719006
0,123,0.011794810267239712,0.6822827830150755,0.30592240671768467
0,124,0.6155311309786743,0.0025323408466697925,0.38193652817465606
0,125,0.3435934109753107,0.3654377105158019,0.29096887850888753
0,126,0.1983196818931355,0.16252399772543005,0.6391563203814344
0,127,0.48525684255735435,0.27324457007203745,0.24149858737060811
0,128,0.6794433888337559,0.1514358466638941,0.1691207645023502
0,129,0.3749654895350699,0.00937764721786488,0.6156568632470653
0,130,0.2249429540661322,0.1626968431352447,0.6123602027986231
0,131,0.3723827440527894,0.12198787640892597,0.5056293795382847
0,132,0.42606540634664947,0.04651077814482122,0.5274238155085295
0,133,0.026943363153394937,0.006284452193421215,0.9667721846531839
0,134,0.1591438093802481,0.4754783865351039,0.36537780408464804
0,135,0.08255558253720267,0.5345399805363478,0.38290443692644954
0,136,0.13826892862171786,0.5534052138938969,0.30832585748438535
0,137,0.10258624359970041,0.7334726000003376,0.1639411563999619
0,138,0.41495099138815034,0.10054674795964194,0.48450226065220764
0,139,0.3732183183519882,0.024169821623998146,0.6026118600240138
0,140,0.9659916788893769,0.009031905841905023,0.024976415268718098
0,141,0.3453069472129548,0.5787547409325977,0.07593831185444752
0,142,0.2624490608448913,0.0043403837467607675,0.733210555408348
0,143,0.1320766107384976,0.5014260798987228,0.3664973093627797
0,144,0.46923462143849254,0.08815195461055492,0.44261342395095254
0,145,0.352075214991465,0.12333863596207838,0.5245861490464566
0,146,0.5816468853719203,0.07781177285626441,0.3405413417718153
0,147,0.4188609558161349,0.48975579491201426,0.09138324927185079
0,148,0.35876136219890714,0.06569103473631993,0.5755476030647728
0,149,0.6615780696558435,0.2187852810368713,0.11963664930728517
0,150,0.1531659399242207,0.0032176434997620764,0.8436164165760173
0,151,0.42053489066915006,0.31657957151130517,0.2628855378195447
0,152,0.23813048579956347,0.056079998046845436,0.705789516153591
0,153,0.8657414176301051,0.11635240702236471,0.017906175347530143
0,154,0.930127666593948,0.03834523604424223,0.03152709736180973
0,155,0.0698693210835547,0.5316698472738125,0.3984608316426329
0,156,0.9532054281493155,0.016457707679790556,0.03033686417089387
0,157,0.4350230392349628,0.12749321927801832,0.4374837414870188
0,158,0.8914041074023998,0.043652597924407684,0.06494329467319249
0,159,0.816188101239219,0.04300832499458782,0.1408035737661931
0,160,0.2501119759445323,0.545265516967099,0.20462250708836857
0,161,0.23144714272041214,0.5520326504638761,0.21652020681571188
0,162,0.21165939121299795,0.4268806084779999,0.36146000030900205
0,163,0.1640887866483681,0.10110117332555245,0.7348100400260795
0,164,0.03649849553292742,0.5656005823576524,0.39790092210942024
0,165,0.587349322516804,0.13552337675764908,0.2771273007255469
0,166,0.04146877457889162,0.8499163787860187,0.10861484663508984
0,167,0.08495754742727728,0.34648600256965045,0.5685564500030723
0,168,0.37407839749933836,0.09756231236057471,0.528359290140087
0,169,0.05492323065464093,0.07287350855922253,0.8722032607861366
0,170,0.4542276492378145,0.4583093419186899,0.08746300884349563
0,171,0.3451668979338716,0.10258980814390674,0.5522432939222216
0,172,0.00199766647605541,0.0671154533082153,0.9308868802157293
0,173,0.2899760909474613,0.07107037545251486,0.6389535336000238
0,174,0.04648201165201216,0.45353179267590693,0.4999861956720809
0,175,0.3368422530488587,0.040635010919628504,0.6225227360315129
0,176,0.4458988744068208,0.5250888824444312,0.02901224314874803
0,177,0.7541923622319093,0.09169610078218322,0.15411153698590738
0,178,0.07026255230322528,0.3128042185633664,0.6169332291334083
0,179,0.134030803658115,0.7683552759189559,0.0976139204229291
0,180,0.9996113198166986,0.00021256446103297964,0.0001761157222683041
0,181,0.041027775394923555,0.5226005973395937,0.43637162726548273
0,182,0.3201965677872471,0.19899393964103998,0.4808094925717129
0,183,0.1209513887843195,0.4476012890007944,0.431447322214886
0,184,0.8416523111289621,0.11361370212782293,0.044733986743215035
0,185,0.5049001745125506,0.2254690758555807,0.2696307496318686
0,186,0.11549477723451908,0.2677187088554304,0.6167865139100506
0,187,0.19004805245167342,0.7128778295792982,0.0970741179690283
0,188,0.02613226344847631,0.9677935222839845,0.006074214267539184
0,189,0.7106508786444504,0.03079408825407218,0.2585550331014774
0,190,0.11790618460247336,0.0025355907949259657,0.8795582246026007
0,191,0.2483159201860028,0.1532439610184294,0.5984401187955678
0,192,0.40269812457364323,0.5817084307617558,0.015593444664601039
0,193,0.3665195399634766,0.13287912821803693,0.5006013318184865
0,194,0.3447129905391271,0.6224286957574003,0.032858313703472544
0,195,0.18422695801566263,0.60049956941791,0.2152734725664273
0,196,0.7262680791264856,0.26330312673176176,0.010428794141752568
0,197,0.0007738069938268248,0.46988613408410795,0.5293400589220653
0,198,0.6668177955731298,0.2276224687891433,0.10555973563772687
0,199,0.5145540375132772,0.07939946262137122,0.4060464998653517
0,200,0.5233956892560763,0.011385856937613603,0.46521845380631005
0,201,0.337758288147073,0.512094162302277,0.15014754955064985
0,202,0.3797642644403194,0.4769239193762801,0.14331181618340044
0,203,0.8157142733329937,0.00781356986372819,0.17647215680327807
0,204,0.4733117682274109,0.5221577890619009,0.004530442710688381
0,205,0.5523093813709476,0.1327064653611879,0.3149841532678644
0,206,0.5760410596800136,0.015462600034550312,0.40849634028543613
0,207,0.0558597243758611,0.14425764875093847,0.7998826268732004
0,208,0.3269469791857667,0.5450098209047736,0.12804319990945975
0,209,0.9290162417178597,0.0011706579998352082,0.06981310028230506
0,210,0.22828467741062125,0.00306800485242453,0.7686473177369542
0,211,0.9086379084168186,0.07035574767293297,0.021006343910248505
0,212,0.5322043535286649,0.13426048336566865,0.33353516310566644
0,213,0.2868256265971456,0.27732301030425843,0.435851363098596
0,214,0.36662714330582075,0.10441567692072731,0.528957179773452
0,215,0.4451055183369512,0.23019407594281704,0.3247004057202317
0,216,0.5796749178942675,0.18566588340554122,0.23465919870019122
0,217,0.4367260561522726,0.002827663569105423,0.5604462802786221
0,218,0.6561831204978649,0.01040024709746687,0.3334166324046683
0,219,0.048799249956319776,0.05184662640948786,0.8993541236341924
0,220,0.22966793167911118,0.23941425196764113,0.5309178163532476
0,221,0.44516892481391046,0.0008292701771294559,0.55400180500896
0,222,0.017753436354021424,0.23045817424483034,0.7517883894011483
0,223,0.4106377999254995,0.003137716812735249,0.5862244832617652
0,224,0.005185762352230812,0.31737198605505323,0.6774422515927159
0,225,0.00954384741062163,0.24529505146052014,0.7451611011288581
0,226,0.1750426876571935,0.7913875497940512,0.03356976254875522
0,227,0.040166774048465276,0.26103383524841883,0.6987993907031159
0,228,0.8449628898648525,0.10008781468515827,0.054949295449989284
0,229,0.8962786780066613,0.044670035523700524,0.05905128646963806
0,230,0.656857927087248,0.0875517221565943,0.2555903507561577
0,231,0.08798391371140883,0.16680239509997535,0.7452136911886158
0,232,0.11984408419184316,0.642034516345512,0.23812139946264482
0,233,0.370814484204175,0.1578600717394769,0.47132544405634824
0,234,0.4030008034970075,0.22117008887050815,0.3758291076324843
0,235,0.453476345164682,0.46581935215764625,0.08070430267767173
0,236,0.14565664547356796,0.18352758127147087,0.6708157732549611
0,237,0.7121694880797895,0.19011891829512295,0.09771159362508754
0,238,0.5374657690995485,0.009165772098793589,0.4533684588016579
0,239,0.3368706848218243,0.35385558026616776,0.309273734912008
0,240,0.2632107902101357,0.6813417609452157,0.055447448844648674
0,241,0.7154963716743611,0.13414391708809,0.15035971123754888
0,242,0.08172663349726472,0.08982942220404612,0.8284439442986892
0,243,0.40472171067814133,0.0020144664402721676,0.5932638228815864
0,244,0.5513852809259892,0.1700434463368975,0.27857127273711346
0,245,0.09974492930790957,0.4998590689150653,0.4003960017770251
0,246,0.18701187618953025,0.06851507387026129,0.7444730499402085
0,247,0.1859794296403897,0.8058389874122397,0.008181582947370666
0,248,0.17309905777200382,0.786293240721701,0.040607701506295106
0,249,0.8232609764516436,0.022566471687935716,0.15417255186042073
0,250,0.7897181438480669,0.08926532273718553,0.12101653341474759
0,251,0.06378316025359142,0.7432786475107551,0.19293819223565342
0,252,0.3043342642455824,0.07985928906255076,0.6158064466918669
0,253,0.15390300556209563,0.20061717973600932,0.6454798147018952
0,254,0.24117026049125595,0.6276507585439878,0.1311789809647564
0,255,0.5516195323023657,0.0005293712599845239,0.44785109643764975
0,256,0.2073644863632723,0.005046378463126748,0.787589135173601
0,257,0.35522639941693235,0.4688870729577653,0.17588652762530238
0,258,0.20061534153652982,0.19722405450001163,0.6021606039634586
0,259,0.06047436674419707,0.00017206173185551932,0.9393535715239474
0,260,0.3913497674809233,0.46017064649115036,0.14847958602792635
0,261,0.89155020727793,0.1075663169975892,0.0008834757244807197
0,262,0.8640936613063834,0.04816142317794301,0.08774491551567364
0,263,0.39201585651061926,0.09401542215263359,0.5139687213367473
0,264,0.38123244559741454,0.5119326959461233,0.10683485845646216
0,265,0.19113883812459123,0.0998920116387861,0.7089691502366227
0,266,0.0868548739965684,0.4674474469821837,0.44569767902124785
0,267,0.42963962089726365,0.5167221323641336,0.05363824673860278
0,268,0.8418315031645807,0.06882720689966926,0.08934128993575001
0,269,0.05325796038688603,0.420332106611389,0.526409933001725
0,270,0.14090070886779082,0.002698794127298942,0.8564004970049102
0,271,0.6160784698212057,0.3239808693348657,0.059940660843928587
0,272,0.23307701528791605,0.06650743693086426,0.7004155477812196
0,273,0.8371326686665842,0.007781814863046702,0.1550855164703691
0,274,0.38751568629296407,0.3245969819588131,0.28788733174822284
0,275,0.08148525339931882,0.5171437385705313,0.40137100803014986
0,276,0.2908501157840731,0.02572125378910113,0.6834286304268257
0,277,0.6772677004237047,0.04710528205109521,0.2756270175252
0,278,0.18756555020933666,0.03580825496384332,0.7766261948268199
0,279,0.3446532202454944,0.2937122314098445,0.3616345483446611
0,280,0.24850618833704594,0.0650320979451875,0.6864617137177667
0,281,0.49782306767259177,0.2141600586994629,0.28801687362794526
0,282,0.3133733570072865,0.6793366394547984,0.0072900035379150335
0,283,0.25524554569062297,0.6186761178520414,0.12607833645733574
0,284,0.4385670014787795,0.4970829509331369,0.06435004758808358
0,285,0.39182295308665505,0.015657938645211724,0.5925191082681333
0,286,0.08317679456473283,0.06994494202420476,0.8468782634110624
0,287,0.37274312370732,0.5787523911213213,0.04850448517135872
0,288,0.8679223095217412,0.12870037498122627,0.0033773154970325047
0,289,0.5948217473959923,0.05227060043766324,0.3529076521663447
0,290,0.033262251581685394,0.04347306916358222,0.9232646792547324
0,291,0.023575551086435182,0.6423727679915665,0.3340516809219983
0,292,0.3139758121191136,0.40675279574695056,0.2792713921339359
0,293,0.1221050665224028,0.6097909964362397,0.26810393704135754
0,294,0.8945084652509105,0.08630098456821045,0.019190550180878986
0,295,0.059251463392301355,0.20991891348720357,0.730829623120495
0,296,0.12868687446007102,0.7049998917755088,0.16631323376442012
0,297,0.815525195957784,0.17078736146610038,0.013687442576115613
0,298,0.01621987443494831,0.7862805418523318,0.19749958371271994
0,299,0.7724497010809832,0.1080994107086712,0.11945088821034566
0,300,0.46922792313916617,0.07786044744971247,0.4529116294111214
0,301,0.5657776531984023,0.03916125519909452,0.39506109160250324
0,302,0.7913617205793808,0.026907971552553405,0.18173030786806577
0,303,0.14713964199869337,0.10826737956990828,0.7445929784313984
0,304,0.6850400859908355,0.023092272885074712,0.2918676411240898
0,305,0.07395330016652453,0.036158290729857386,0.8898884091036181
0,306,0.5711100923481501,0.42859174138866685,0.00029816626318301254
0,307,0.0008560280058908722,0.10806891015501557,0.8910750618390936
0,308,0.005928381395550778,0.34118955257652345,0.6528820660279258
0,309,0.8558961159156449,0.0016070419258186481,0.14249684215853645
0,310,0.013385360135993974,0.34203792905832103,0.6445767108056849
0,311,0.22056991365966472,0.07888204810681114,0.7005480382335242
0,312,0.5896205387717954,0.0005821590342085788,0.409797302193996
0,313,0.9752896157957941,0.012205772707608377,0.012504611496597593
0,314,0.8953581895810878,0.008928470590475855,0.09571333982843624
0,315,0.0952707610924087,0.2392515599406137,0.6654776789669775
0,316,0.09061357242182147,0.6145835611973072,0.2948028663808714
0,317,0.25098372762339594,0.009065466852798678,0.7399508055238054
0,318,0.7913599336793439,0.04291837085269982,0.16572169546795626
0,319,0.7244654343301348,0.008325557098418273,0.26720900857144686
0,320,0.1339304085267961,0.5776984604102658,0.288371131062938
0,321,0.13910690213403673,0.44288972057803316,0.41800337728793
0,322,0.47383936360228146,0.05546779670320491,0.4706928396945136
0,323,0.41126941196835176,0.37268321968526524,0.216047368346383
0,324,0.13817287071808826,0.03681491636029467,0.825012212921617
0,325,0.014387635329691442,0.21096740946634285,0.7746449552039657
0,326,0.16438126179463616,0.0035462904581712736,0.8320724477471925
0,327,0.05034940629118993,0.584340823376553,0.365309770332257
0,328,0.36388724975173004,0.08164993719024541,0.5544628130580246
0,329,0.10575736480217092,0.15537796320503475,0.7388646719927944
0,330,0.46574299585234163,0.34795093209844713,0.1863060720492111
0,331,0.13785885321883593,0.01153907299979465,0.8506020737813694
0,332,0.35007612397182214,0.43714383903776177,0.21278003699041606
0,333,0.11076074604134799,0.2792996861610881,0.609939567797564
0,334,0.26354143535907804,0.5787968124199172,0.1576617522210049
0,335,0.19562254041259178,0.014559198852211628,0.7898182607351966
0,336,0.461135000413814,0.008216584694581119,0.5306484148916047
0,337,0.771803879453543,0.18720330734609736,0.04099281320035957
0,338,0.6951642993551358,0.13074837923418506,0.17408732141067915
0,339,0.4324241712593729,0.3729873598472275,0.19458846889339962
0,340,0.5576581999492352,0.06606591077746925,0.3762758892732956
0,341,0.7890214008116393,0.11456195014229112,0.09641664904606953
0,342,0.860439792963121,0.05558049640230131,0.08397971063457765
0,343,0.3506611856592836,0.33392130471993525,0.31541750962078113
0,344,0.26308149292581195,0.7242447544404049,0.012673752633783087
0,345,0.4639808350784896,0.17393789493900744,0.36208126998250295
0,346,0.4048372653535267,0.4134036791666206,0.18175905547985274
0,347,0.12080395508048834,0.34772853914564,0.5314675057738717
0,348,0.5745900196491351,0.0546270176418573,0.3707829627090076
0,349,0.053631788805841095,0.2400686208979916,0.7062995902961673
0,350,0.4251043905710364,0.4303605680014634,0.14453504142750018
0,351,0.44034959331741075,0.39262406440515274,0.16702634227743657
0,352,0.03143322464932498,0.21336412920807796,0.755202646142597
0,353,0.6599257443784137,0.10634179662848889,0.2337324589930975
0,354,0.268942410575613,0.46789587250579157,0.2631617169185954
0,355,0.5256746784194342,0.46463833364649915,0.009686987934066704
0,356,0.9393673795949101,0.00803682294499781,0.05259579746009209
0,357,0.33205190311723487,0.009360467021846603,0.6585876298609185
0,358,0.062191371822667436,0.4244615609273474,0.5133470672499852
0,359,0.730642974227033,0.21976022339999016,0.04959680237297681
0,360,0.11271623648412671,0.7278947126919663,0.15938905082390695
0,361,0.0036752711379938988,0.6891595854113038,0.3071651434507022
0,362,0.5187532507197206,0.32124816306341075,0.1599985862168686
0,363,0.9287873365395201,0.06519478969064031,0.006017873769839579
0,364,0.1383841879816355,0.5189528165273687,0.34266299549099594
0,365,0.4303897870578649,0.004691566240685496,0.5649186467014496
0,366,0.3396497722311082,0.5132634333752206,0.14708679439367126
0,367,0.018773377359016626,0.5115154373638136,0.46971118527716976
0,368,0.20503229395850373,0.019025299239373666,0.7759424068021225
0,369,0.9103222904509345,0.011716293894254723,0.07796141565481089
0,370,0.2484435595399029,0.5646980757108363,0.18685836474926085
0,371,0.2654831194444701,0.23330502819531737,0.5012118523602124
0,372,0.704230149167286,0.0010421706623927973,0.2947276801703212
0,373,0.21929447151782763,0.14505530000720823,0.6356502284749641
0,374,0.5087416345764812,0.0008698417696022104,0.49038852365391655
0,375,0.13362381052845687,0.33236105386407794,0.5340151356074652
0,376,0.09973096662723475,0.010340297235184778,0.8899287361375805
0,377,0.012063426832805592,0.5904035434971477,0.39753302967004667
0,378,0.7287674158027652,0.07249178360221499,0.19874080059501997
0,379,0.027000619965629764,0.9014567782606009,0.07154260177376928
0,380,0.3872611598796607,0.3270012042729192,0.28573763584742007
0,381,0.1587296747420515,0.0245816166485903,0.8166887086093583
0,382,0.5310425379477318,0.09872828959889461,0.37022917245337356
0,383,0.8564381196011996,0.033994622757900085,0.10956725764090029
0,384,0.5621901824532981,0.05819716903927328,0.3796126485074286
0,385,0.1463503392488778,0.5290328824202499,0.3246167783308722
0,386,0.6055199098817302,0.002846517116102334,0.3916335730021675
0,387,0.004956368346566361,0.887528366155053,0.10751526549838045
0,388,0.4914042166599698,0.12535038256632539,0.3832454007737048
0,389,0.4081142055861658,0.25515709521065466,0.33672869920317955
0,390,0.14394314125618984,0.07503884406676051,0.7810180146770497
0,391,0.5072553746507129,0.18482923727198322,0.30791538807730395
0,392,0.14394612992549935,0.8414486039829658,0.014605266091534862
0,393,0.3283640514023625,0.3427530082177182,0.3288829403799193
0,394,0.7698067277958055,0.18072356120097888,0.04946971100321556
0,395,0.6752257496435364,0.08599996551606315,0.23877428484040034
0,396,0.479879051119816,0.4977843780494054,0.02233657083077864
0,397,0.2148511813981512,0.008822732758787036,0.7763260858430618
0,398,0.1425228904646544,0.4315448317813432,0.4259322777540024
0,399,0.43170179115331847,0.27743611665166606,0.2908620921950155
0,400,0.5157243258301393,0.22111405677274545,0.2631616173971153
0,401,0.23659222648391062,0.6626714051572464,0.10073636835884284
0,402,0.38371418408432756,0.5371719652499711,0.07911385066570116
0,403,0.8438408433591048,0.054343232265590846,0.1018159243753044
0,404,0.785729632159752,0.192026024973646,0.022244342866601846
0,405,0.6186361260441698,0.047770240221860355,0.3335936337339697
0,406,0.2800761682547067,0.46025409829504177,0.2596697334502516
0,407,0.8067228666834897,0.004862157857149571,0.18841497545936076
0,408,0.7073362026271167,0.08205791470974538,0.21060588266313784
0,409,0.482219228191762,0.08103677041222458,0.43674400139601344
0,410,0.3701471029720715,0.09680023436360628,0.533052662664322
0,411,0.4930333498006946,0.4007774844647013,0.10618916573460405
0,412,0.9661389552132986,0.004260147545714945,0.029600897240986516
0,413,0.42523910355021427,0.05367494674878234,0.5210859497010034
0,414,0.5537153673699853,0.009162262449749154,0.4371223701802656
0,415,0.2597713895644224,0.4146103791712612,0.3256182312643164
0,416,0.1740639665807166,0.004177171143555164,0.8217588622757283
0,417,0.03801170712040595,0.14050783806623451,0.8214804548133596
0,418,0.07355738571441786,0.4683413863865831,0.4581012278989991
0,419,0.41085989850865484,0.4975313448210004,0.09160875667034471
0,420,0.449552273976757,0.02955483039599573,0.5208928956272473
0,421,0.12647280758695614,0.6297677359127611,0.24375945650028272
0,422,0.36253317661356105,0.1235050879954871,0.5139617353909518
0,423,0.17517250524703046,0.05704724098783596,0.7677802537651336
0,424,0.06013522534336709,0.09680922188891979,0.843055552767713
0,425,0.6287830669248651,0.007322629054489582,0.3638943040206453
0,426,0.05788112670580242,0.012784128200352865,0.9293347450938447
0,427,0.7187094579302797,0.2610687708806853,0.02022177118903499
0,428,0.41849275554450954,0.3899226897881134,0.19158455466737714
0,429,0.05935765368594608,0.7587054208291403,0.18193692548491358
0,430,0.008373992746105492,0.5994012926477236,0.39222471460617103
0,431,0.26611611841973143,0.0304464864361359,0.7034373951441326
0,432,0.10828912923012572,0.891227456373637,0.0004834143962371411
0,433,0.3204634904503413,0.37714856787617856,0.30238794167348015
0,434,0.005045707848324563,0.004923642409362537,0.9900306497423128
0,435,0.11743500867424037,0.7163586072379377,0.16620638408782196
0,436,0.04549413596310786,0.04772538903801859,0.9067804749988735
0,437,0.43805399883016666,0.4369019795372628,0.12504402163257056
0,438,0.8642765629253512,0.027015695267385762,0.10870774180726298
0,439,0.22901870572239924,0.13835458570380368,0.6326267085737971
0,440,0.2727938278534446,0.027118615175682093,0.7000875569708734
0,441,0.28649443046478806,0.00047810964789607116,0.7130274598873159
0,442,0.01593584553356428,0.06044117080359499,0.9236229836628407
0,443,0.33293251652696726,0.01868824433770148,0.6483792391353311
0,444,0.11241793433977167,0.03555167325003253,0.8520303924101957
0,445,0.9193658416025198,0.03407943632912448,0.046554722068355724
0,446,0.4682266838178469,0.021503382029058785,0.5102699341530944
0,447,0.2632628093285868,0.1705402565031508,0.5661969341682623
0,448,0.6660270766517935,0.22609928660974468,0.10787363673846177
0,449,0.7745519952562722,0.06586998034545048,0.15957802439827734
0,450,0.054246655604611414,0.03251073060396235,0.9132426137914262
0,451,0.3465970985941513,0.520148790596932,0.13325411080891675
